"feature_nm" "activity_nm" "subject_id" "avg__of__means" "avg__of__std_dev"
"fBodyBodyAccJerkMag" "STANDING" 24 -0.972251355217391 -0.973195509565217
"fBodyBodyAccJerkMag" "STANDING" 25 -0.982294170810811 -0.982083315
"fBodyBodyAccJerkMag" "STANDING" 26 -0.98287688945946 -0.981129312702703
"fBodyBodyAccJerkMag" "STANDING" 27 -0.984151646 -0.983022277625
"fBodyBodyAccJerkMag" "STANDING" 28 -0.952727765189873 -0.954963155316456
"fBodyBodyAccJerkMag" "STANDING" 29 -0.989793892615385 -0.990327934615385
"fBodyBodyAccJerkMag" "STANDING" 30 -0.953357615932203 -0.946639846949153
"fBodyBodyAccJerkMag" "LAYING" 1 -0.9333003608 -0.9218039756
"fBodyBodyAccJerkMag" "LAYING" 2 -0.985374114791667 -0.984568489166667
"fBodyBodyAccJerkMag" "LAYING" 3 -0.975949597903226 -0.975305377903226
"fBodyBodyAccJerkMag" "LAYING" 4 -0.96228712537037 -0.958037119259259
"fBodyBodyAccJerkMag" "LAYING" 5 -0.977356379807692 -0.976381934807692
"fBodyBodyAccJerkMag" "LAYING" 6 -0.948655471052632 -0.951552664035088
"fBodyBodyAccJerkMag" "LAYING" 7 -0.968066259230769 -0.965359228076923
"fBodyBodyAccJerkMag" "LAYING" 8 -0.961792852407407 -0.963791094259259
"fBodyBodyAccJerkMag" "LAYING" 9 -0.9543205856 -0.9550947122
"fBodyBodyAccJerkMag" "LAYING" 10 -0.968561121551724 -0.965377553448276
"fBodyBodyAccJerkMag" "LAYING" 11 -0.976940774561403 -0.975126531403509
"fBodyBodyAccJerkMag" "LAYING" 12 -0.962448418666667 -0.961653004
"fBodyBodyAccJerkMag" "LAYING" 13 -0.980754385967742 -0.978044349516129
"fBodyBodyAccJerkMag" "LAYING" 14 -0.96798859627451 -0.963607433921569
"fBodyBodyAccJerkMag" "LAYING" 15 -0.973681222777778 -0.972530077916667
"fBodyBodyAccJerkMag" "LAYING" 16 -0.987514525142857 -0.98724716
"fBodyBodyAccJerkMag" "LAYING" 17 -0.979687318732394 -0.979657231408451
"fBodyBodyAccJerkMag" "LAYING" 18 -0.988548418307692 -0.989710656769231
"fBodyBodyAccJerkMag" "LAYING" 19 -0.980621564096386 -0.979452188433735
"fBodyBodyAccJerkMag" "LAYING" 20 -0.979695458088235 -0.979565196911765
"fBodyBodyAccJerkMag" "LAYING" 21 -0.978444123888889 -0.977604878888889
"fBodyBodyAccJerkMag" "LAYING" 22 -0.962654791527778 -0.955635614444444
"fBodyBodyAccJerkMag" "LAYING" 23 -0.985905703888889 -0.986540200694444
"fBodyBodyAccJerkMag" "LAYING" 24 -0.983108084305556 -0.98328511625
"fBodyBodyAccJerkMag" "LAYING" 25 -0.96008314739726 -0.963601212876712
"fBodyBodyAccJerkMag" "LAYING" 26 -0.989138184473684 -0.987901463289474
"fBodyBodyAccJerkMag" "LAYING" 27 -0.988098902567568 -0.988174859594595
"fBodyBodyAccJerkMag" "LAYING" 28 -0.9734362485 -0.972336128625
"fBodyBodyAccJerkMag" "LAYING" 29 -0.993998275797101 -0.994366667681159
"fBodyBodyAccJerkMag" "LAYING" 30 -0.969949269571429 -0.968087778
"fBodyBodyGyroJerkMag" "WALKING" 1 -0.319308593778947 -0.381601911789474
"fBodyBodyGyroJerkMag" "WALKING" 2 -0.583249293389831 -0.558104554745763
"fBodyBodyGyroJerkMag" "WALKING" 3 -0.607751646034483 -0.549087007931034
"fBodyBodyGyroJerkMag" "WALKING" 4 -0.724327420666667 -0.757768081166667
"fBodyBodyGyroJerkMag" "WALKING" 5 -0.548053574821429 -0.455665300892857
"fBodyBodyGyroJerkMag" "WALKING" 6 -0.366500534122807 -0.408078906482456
"fBodyBodyGyroJerkMag" "WALKING" 7 -0.155339855862632 -0.0841663774087719
"fBodyBodyGyroJerkMag" "WALKING" 8 -0.473026230833333 -0.581240190833333
"fBodyBodyGyroJerkMag" "WALKING" 9 -0.602581618269231 -0.624351923653846
"fBodyBodyGyroJerkMag" "WALKING" 10 -0.515065335849057 -0.517675799056604
"fBodyBodyGyroJerkMag" "WALKING" 11 -0.751914457457627 -0.773574064745763
"fBodyBodyGyroJerkMag" "WALKING" 12 -0.5611764414 -0.5649340126
"fBodyBodyGyroJerkMag" "WALKING" 13 -0.338527133789474 -0.349285611070175
"fBodyBodyGyroJerkMag" "WALKING" 14 -0.591036936101695 -0.65567766220339
"fBodyBodyGyroJerkMag" "WALKING" 15 -0.645075178148148 -0.654010147222222
"fBodyBodyGyroJerkMag" "WALKING" 16 -0.72068229 -0.745726853921569
"fBodyBodyGyroJerkMag" "WALKING" 17 -0.582711859672131 -0.520385479180328
"fBodyBodyGyroJerkMag" "WALKING" 18 -0.710596311071429 -0.769408385535714
"fBodyBodyGyroJerkMag" "WALKING" 19 -0.262442822846154 -0.336148733
"fBodyBodyGyroJerkMag" "WALKING" 20 -0.180365335498431 -0.171975765239216
"fBodyBodyGyroJerkMag" "WALKING" 21 -0.4995972025 -0.429323466346154
"fBodyBodyGyroJerkMag" "WALKING" 22 -0.553946121521739 -0.476405270434783
"fBodyBodyGyroJerkMag" "WALKING" 23 0.146618569064407 0.287834616098305
"fBodyBodyGyroJerkMag" "WALKING" 24 -0.571594392068966 -0.567447731896552
"fBodyBodyGyroJerkMag" "WALKING" 25 -0.770300895540541 -0.75738578027027
"fBodyBodyGyroJerkMag" "WALKING" 26 -0.619461036101695 -0.612930343220339
"fBodyBodyGyroJerkMag" "WALKING" 27 -0.623288199649123 -0.639242384210526
"fBodyBodyGyroJerkMag" "WALKING" 28 -0.595965103703704 -0.589071730555556
"fBodyBodyGyroJerkMag" "WALKING" 29 -0.628501115849057 -0.618667722641509
"fBodyBodyGyroJerkMag" "WALKING" 30 -0.547621753230769 -0.578580044615385
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 1 -0.634665082075472 -0.693930521509434
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 2 -0.60079849625 -0.621820202916667
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 3 -0.716877778644068 -0.740033436271186
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 4 -0.740749226346154 -0.794209483076923
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 5 -0.571344138723404 -0.572485019787234
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 6 -0.45923633377451 -0.455937719019608
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 7 -0.673327281960784 -0.704090967843137
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 8 -0.46327057804878 -0.575733290731707
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 9 -0.734159449387755 -0.787781590816326
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 10 -0.600582998297872 -0.67129056212766
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 11 -0.795986113703704 -0.822428718888889
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 12 -0.714332592115385 -0.733130764423077
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 13 -0.656088544363636 -0.712261499636364
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 14 -0.457250612407407 -0.564964076388889
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 15 -0.731422357916667 -0.793104483333333
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 16 -0.787833632352941 -0.825314327058824
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 17 -0.669008763541667 -0.7241557425
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 18 -0.826193160862069 -0.860910992241379
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 19 -0.4771839145 -0.58828966075
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 20 -0.450393446470588 -0.50282154372549
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 21 -0.628915748723404 -0.700980410425532
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 22 -0.667996003333333 -0.70987053452381
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 23 -0.51871565 -0.632659461568627
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 24 -0.64611467 -0.653876950677966
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 25 -0.822403906 -0.841061012153846
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 26 -0.673580662727273 -0.669846294545455
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 27 -0.71917980372549 -0.751714312941177
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 28 -0.662505819411765 -0.70485275745098
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 29 -0.697454553061225 -0.756464186122449
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 30 -0.773974451846154 -0.791349425076923
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 1 -0.281963359177551 -0.391919876612245
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 2 -0.380175306489362 -0.343698985425532
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 3 -0.576277199387755 -0.624910820612245
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 4 -0.621752455777778 -0.685470931777778
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 5 -0.453697247021277 -0.487128422553191
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 6 -0.132705384364583 -0.145733545496458
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 7 -0.289096677191489 -0.353544695678723
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 8 -0.125179586744737 -0.26298447
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 9 -0.463172053809524 -0.485158906904762
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 10 -0.484196484736842 -0.544988519210526
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 11 -0.668340527608696 -0.714229669347826
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 12 -0.458227490826087 -0.486780424347826
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 13 -0.266399903210638 -0.343094861202128
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 14 -0.254747132274667 -0.356849425488889
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 15 -0.565396130714286 -0.593472444285714
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 16 -0.58966315 -0.633479804680851
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 17 -0.57734888 -0.643399203913044
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 18 -0.744236045090909 -0.763430801654545
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 19 -0.0229045295641026 -0.143254547512821
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 20 -0.311668472555556 -0.281657285946667
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 21 -0.490804948444444 -0.571666834444444
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 22 -0.583510518055556 -0.697451438611111
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 23 0.0746754643666667 -0.0398573780185185
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 24 -0.474449925818182 -0.478030486181818
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 25 -0.687034281206897 -0.693032409137931
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 26 -0.4722007526 -0.4894973794
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 27 -0.46777776875 -0.502831373477273
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 28 -0.396720714347826 -0.464722244347826
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 29 -0.596578626041667 -0.626675982083333
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 30 -0.617578814032258 -0.645503942419355
"fBodyBodyGyroJerkMag" "SITTING" 1 -0.989797547234043 -0.987049617234043
"fBodyBodyGyroJerkMag" "SITTING" 2 -0.989861950869565 -0.989632908913043
"fBodyBodyGyroJerkMag" "SITTING" 3 -0.977898105576923 -0.976689802692308
"fBodyBodyGyroJerkMag" "SITTING" 4 -0.9765477634 -0.9762617538
"fBodyBodyGyroJerkMag" "SITTING" 5 -0.971598370227273 -0.970675403409091
"fBodyBodyGyroJerkMag" "SITTING" 6 -0.952034566 -0.951196693454545
"fBodyBodyGyroJerkMag" "SITTING" 7 -0.978634991458333 -0.97496593875
"fBodyBodyGyroJerkMag" "SITTING" 8 -0.987730604130435 -0.986147262608696
"fBodyBodyGyroJerkMag" "SITTING" 9 -0.9683155878 -0.9659970148
"fBodyBodyGyroJerkMag" "SITTING" 10 -0.992191529259259 -0.991409100925926
"fBodyBodyGyroJerkMag" "SITTING" 11 -0.987255972641509 -0.985607229245283
"fBodyBodyGyroJerkMag" "SITTING" 12 -0.97848445372549 -0.979256387058824
"fBodyBodyGyroJerkMag" "SITTING" 13 -0.991723741632653 -0.991219445918367
"fBodyBodyGyroJerkMag" "SITTING" 14 -0.987324239259259 -0.987065177777778
"fBodyBodyGyroJerkMag" "SITTING" 15 -0.990180959322034 -0.989503941694915
"fBodyBodyGyroJerkMag" "SITTING" 16 -0.989363136376812 -0.987506348985507
"fBodyBodyGyroJerkMag" "SITTING" 17 -0.995204564375 -0.99362452375
"fBodyBodyGyroJerkMag" "SITTING" 18 -0.99480818754386 -0.994967621754386
"fBodyBodyGyroJerkMag" "SITTING" 19 -0.986727418493151 -0.985416444657534
"fBodyBodyGyroJerkMag" "SITTING" 20 -0.976108353787879 -0.975226588333333
"fBodyBodyGyroJerkMag" "SITTING" 21 -0.990014272588235 -0.991062204823529
"fBodyBodyGyroJerkMag" "SITTING" 22 -0.977775448387097 -0.976318114516129
"fBodyBodyGyroJerkMag" "SITTING" 23 -0.980707211470588 -0.978499038088235
"fBodyBodyGyroJerkMag" "SITTING" 24 -0.990854751176471 -0.990933058235294
"fBodyBodyGyroJerkMag" "SITTING" 25 -0.991781701692308 -0.992019559538462
"fBodyBodyGyroJerkMag" "SITTING" 26 -0.993985447564103 -0.99420976974359
"fBodyBodyGyroJerkMag" "SITTING" 27 -0.992390264285714 -0.991967776285714
"fBodyBodyGyroJerkMag" "SITTING" 28 -0.979465868888889 -0.97839537
"fBodyBodyGyroJerkMag" "SITTING" 29 -0.995063049 -0.994742028
"fBodyBodyGyroJerkMag" "SITTING" 30 -0.991750682096774 -0.990946424516129
"fBodyBodyGyroJerkMag" "STANDING" 1 -0.994815376981132 -0.994671123207547
"fBodyBodyGyroJerkMag" "STANDING" 2 -0.977849827407407 -0.977754298148148
"fBodyBodyGyroJerkMag" "STANDING" 3 -0.960331717868852 -0.957121510491803
"fBodyBodyGyroJerkMag" "STANDING" 4 -0.964471139464286 -0.9664302175
"fBodyBodyGyroJerkMag" "STANDING" 5 -0.952286438035714 -0.946196462857143
"fBodyBodyGyroJerkMag" "STANDING" 6 -0.955425138245614 -0.952088499473684
"fBodyBodyGyroJerkMag" "STANDING" 7 -0.973671168679245 -0.971899418301887
"fBodyBodyGyroJerkMag" "STANDING" 8 -0.983709233333333 -0.981832336296296
"fBodyBodyGyroJerkMag" "STANDING" 9 -0.967491628 -0.964770799111111
"fBodyBodyGyroJerkMag" "STANDING" 10 -0.965614081363636 -0.965055815454545
"fBodyBodyGyroJerkMag" "STANDING" 11 -0.992981019787234 -0.992277468510638
"fBodyBodyGyroJerkMag" "STANDING" 12 -0.963059791967213 -0.962909739016393
"fBodyBodyGyroJerkMag" "STANDING" 13 -0.977197403859649 -0.976467330175439
"fBodyBodyGyroJerkMag" "STANDING" 14 -0.969175636833333 -0.966019259166667
"fBodyBodyGyroJerkMag" "STANDING" 15 -0.983188091886792 -0.980329709433962
"fBodyBodyGyroJerkMag" "STANDING" 16 -0.99117243 -0.990672800769231
"fBodyBodyGyroJerkMag" "STANDING" 17 -0.992723939358974 -0.992177303589744
"fBodyBodyGyroJerkMag" "STANDING" 18 -0.988960668767123 -0.988407465205479
"fBodyBodyGyroJerkMag" "STANDING" 19 -0.984536610136986 -0.982228582191781
"fBodyBodyGyroJerkMag" "STANDING" 20 -0.929600007123288 -0.927225720410959
"fBodyBodyGyroJerkMag" "STANDING" 21 -0.976126760674157 -0.977706619550562
"fBodyBodyGyroJerkMag" "STANDING" 22 -0.968377798253968 -0.965344726666667
"fBodyBodyGyroJerkMag" "STANDING" 23 -0.972598810882353 -0.973849691470588
"fBodyBodyGyroJerkMag" "STANDING" 24 -0.981119237826087 -0.9797551
"fBodyBodyGyroJerkMag" "STANDING" 25 -0.98401783027027 -0.983098935945946
"fBodyBodyGyroJerkMag" "STANDING" 26 -0.985762255540541 -0.983313996081081
"fBodyBodyGyroJerkMag" "STANDING" 27 -0.98941848275 -0.988579092
"fBodyBodyGyroJerkMag" "STANDING" 28 -0.958758576835443 -0.955983424556962
"fBodyBodyGyroJerkMag" "STANDING" 29 -0.991672052 -0.991516778307692
"fBodyBodyGyroJerkMag" "STANDING" 30 -0.959242165084746 -0.955008564237288
"fBodyBodyGyroJerkMag" "LAYING" 1 -0.9423669466 -0.9326606676
"fBodyBodyGyroJerkMag" "LAYING" 2 -0.990248702291667 -0.989492660416667
"fBodyBodyGyroJerkMag" "LAYING" 3 -0.984278251290323 -0.982568158064516
"fBodyBodyGyroJerkMag" "LAYING" 4 -0.983609073333333 -0.982543631666667
"fBodyBodyGyroJerkMag" "LAYING" 5 -0.984618025769231 -0.983434493076923
"fBodyBodyGyroJerkMag" "LAYING" 6 -0.953695957368421 -0.955504654561404
"fBodyBodyGyroJerkMag" "LAYING" 7 -0.974117912115385 -0.969403035384615
"fBodyBodyGyroJerkMag" "LAYING" 8 -0.968403945925926 -0.971793279814815
"fBodyBodyGyroJerkMag" "LAYING" 9 -0.9558062546 -0.9522904702
"fBodyBodyGyroJerkMag" "LAYING" 10 -0.960976821551724 -0.960772875517241
"fBodyBodyGyroJerkMag" "LAYING" 11 -0.985978837192982 -0.983569468245614
"fBodyBodyGyroJerkMag" "LAYING" 12 -0.963949607166667 -0.961911612333333
"fBodyBodyGyroJerkMag" "LAYING" 13 -0.978150814032258 -0.972798632258065
"fBodyBodyGyroJerkMag" "LAYING" 14 -0.966455343137255 -0.963666018039216
"fBodyBodyGyroJerkMag" "LAYING" 15 -0.975727853888889 -0.972645710694444
"fBodyBodyGyroJerkMag" "LAYING" 16 -0.988695277714286 -0.988058401142857
"fBodyBodyGyroJerkMag" "LAYING" 17 -0.982765526478873 -0.981983437605634
"fBodyBodyGyroJerkMag" "LAYING" 18 -0.991901007538462 -0.992737961692308
"fBodyBodyGyroJerkMag" "LAYING" 19 -0.981890470361446 -0.97932784746988
"fBodyBodyGyroJerkMag" "LAYING" 20 -0.981119820588235 -0.981986152941177
"fBodyBodyGyroJerkMag" "LAYING" 21 -0.982993315111111 -0.982305117444444
"fBodyBodyGyroJerkMag" "LAYING" 22 -0.976638980972222 -0.972789020833333
"fBodyBodyGyroJerkMag" "LAYING" 23 -0.981846854305556 -0.98158514125
"fBodyBodyGyroJerkMag" "LAYING" 24 -0.978596740694444 -0.980096981111111
"fBodyBodyGyroJerkMag" "LAYING" 25 -0.96825160890411 -0.970457947534247
"fBodyBodyGyroJerkMag" "LAYING" 26 -0.990430914078947 -0.989628012236842
"fBodyBodyGyroJerkMag" "LAYING" 27 -0.993563778648649 -0.993552299324324
"fBodyBodyGyroJerkMag" "LAYING" 28 -0.971830582375 -0.96931982125
"fBodyBodyGyroJerkMag" "LAYING" 29 -0.997617389275362 -0.99758523057971
"fBodyBodyGyroJerkMag" "LAYING" 30 -0.977821335571429 -0.975481548714286
"fBodyBodyGyroMag" "WALKING" 1 -0.199252568986316 -0.321017953894737
"fBodyBodyGyroMag" "WALKING" 2 -0.530704814745763 -0.651792839661017
"fBodyBodyGyroMag" "WALKING" 3 -0.569755772241379 -0.632643292931034
"fBodyBodyGyroMag" "WALKING" 4 -0.609285588016667 -0.593937200833333
"fBodyBodyGyroMag" "WALKING" 5 -0.484262828928571 -0.589741506785714
"fBodyBodyGyroMag" "WALKING" 6 -0.329681123368421 -0.510648322631579
"fBodyBodyGyroMag" "WALKING" 7 -0.192909765467895 -0.343894914947368
"fBodyBodyGyroMag" "WALKING" 8 -0.301241848645833 -0.327459577895833
"fBodyBodyGyroMag" "WALKING" 9 -0.513797480384615 -0.562714528653846
"fBodyBodyGyroMag" "WALKING" 10 -0.412616909622642 -0.499759796981132
"fBodyBodyGyroMag" "WALKING" 11 -0.610222628813559 -0.59974543779661
"fBodyBodyGyroMag" "WALKING" 12 -0.442503784 -0.4948022154
"fBodyBodyGyroMag" "WALKING" 13 -0.267472373877193 -0.379951835438597
"fBodyBodyGyroMag" "WALKING" 14 -0.311386449661017 -0.265504551525424
"fBodyBodyGyroMag" "WALKING" 15 -0.489166383703704 -0.481750218518519
"fBodyBodyGyroMag" "WALKING" 16 -0.669228540784314 -0.721137001568627
"fBodyBodyGyroMag" "WALKING" 17 -0.518618058688525 -0.615320077704918
"fBodyBodyGyroMag" "WALKING" 18 -0.620331394285714 -0.668908146607143
"fBodyBodyGyroMag" "WALKING" 19 -0.0952460452365385 -0.141598402309615
"fBodyBodyGyroMag" "WALKING" 20 -0.0520065599062745 -0.196210236058824
"fBodyBodyGyroMag" "WALKING" 21 -0.409516081153846 -0.512249343076923
"fBodyBodyGyroMag" "WALKING" 22 -0.438378722826087 -0.464019127391304
"fBodyBodyGyroMag" "WALKING" 23 0.185078207383051 -0.061476584759322
"fBodyBodyGyroMag" "WALKING" 24 -0.534509163793103 -0.668032801896552
"fBodyBodyGyroMag" "WALKING" 25 -0.562733252702703 -0.529262243378378
"fBodyBodyGyroMag" "WALKING" 26 -0.551927613050847 -0.60946621661017
"fBodyBodyGyroMag" "WALKING" 27 -0.519451704035088 -0.546888146491228
"fBodyBodyGyroMag" "WALKING" 28 -0.514602424814815 -0.516811574074074
"fBodyBodyGyroMag" "WALKING" 29 -0.416817853396226 -0.429156830566038
"fBodyBodyGyroMag" "WALKING" 30 -0.358344356 -0.331541740923077
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 1 -0.325961457396226 -0.182985518264151
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 2 -0.450612184791667 -0.438620401875
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 3 -0.514211583728814 -0.445181802430508
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 4 -0.575794072115385 -0.552489628846154
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 5 -0.392564530851064 -0.440445051914894
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 6 -0.230627015078431 -0.318173892545098
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 7 -0.533982945882353 -0.444994481882353
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 8 -0.229610952609756 -0.183325647134146
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 9 -0.531482693877551 -0.456841325204082
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 10 -0.265371689148936 -0.166969377765957
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 11 -0.55009966 -0.381223382777778
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 12 -0.594032515192308 -0.564435086711538
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 13 -0.485477308909091 -0.470770800363636
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 14 0.0488588668185185 0.236659662496296
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 15 -0.45369356625 -0.308585869854167
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 16 -0.630546675490196 -0.532486721568627
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 17 -0.504066956875 -0.496444579791667
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 18 -0.654029089310345 -0.533044636034483
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 19 -0.28884026785 -0.3771327525
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 20 -0.286627716823529 -0.360948341823529
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 21 -0.475369886808511 -0.483407096425532
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 22 -0.369902 -0.234023031571429
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 23 -0.380388292223529 -0.470491576431373
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 24 -0.564664994745763 -0.54907099
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 25 -0.567153469846154 -0.386612992876923
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 26 -0.556084778181818 -0.569632
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 27 -0.607667730196078 -0.523335975411765
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 28 -0.534835409607843 -0.528187016862745
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 29 -0.357213897032653 -0.074331469755102
"fBodyBodyGyroMag" "WALKING_UPSTAIRS" 30 -0.449150735076923 -0.151472278383077
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 1 -0.185720285744898 -0.398350390122449
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 2 -0.320838543553191 -0.372576755361702
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 3 -0.332376629371429 -0.322440827020408
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 4 -0.429213369555556 -0.457674088
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 5 -0.349338414731915 -0.484141274255319
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 6 -0.0143735434 -0.242353857320833
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 7 -0.255045057404255 -0.396909651702128
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 8 -0.00036272967368421 -0.255590314210526
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 9 -0.347540226666667 -0.424170737142857
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 10 -0.312347510289474 -0.387780104447368
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 11 -0.456170108913043 -0.380559426947826
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 12 -0.344938419969565 -0.423553971956522
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 13 -0.206121707212766 -0.400560061212766
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 14 -0.0787568406777778 -0.223927430580444
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 15 -0.373898631190476 -0.34938720602381
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 16 -0.488253939574468 -0.479939845914894
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 17 -0.40943875826087 -0.428868687826087
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 18 -0.604735414363636 -0.533844932145455
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 19 0.203979764835897 0.0320366671179487
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 20 -0.100566103524444 -0.151681987177778
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 21 -0.406392284444444 -0.484489974222222
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 22 -0.338417326388889 -0.341863671805556
"fBodyBodyGyroMag" "WALKING_DOWNSTAIRS" 23 0.150825734842593 -0.218930425944444
